id,name,name_cn
139470,美少年で名探偵でドエス,超S美少年名侦探
144056,司弾 -TSUKASA BULLET-,
146587,パラダイムシフト,
160255,精霊の守り人,
388553,田中ロミオの世相を斬らない烈,
394316,애로맨스,偶像女优
402592,模型の町,
403650,少女革命ウテナ2 翠の想い,
407105,群发告白的我被她们找上门,群发告白的我被她们找上门
564472,阿衰on line 35,
564481,阿衰on line 39,
564497,阿衰on line 50,
564565,阿衰on line 59,
564612,阿衰2（新版）,
106680,インテリビレッジの座敷童,智慧村的座敷童子
107681,この素晴らしい世界に祝福を！,为美好的世界献上祝福！
108467,Fランクの暴君,F级的暴君
109836,Cloudy,
109865,深き迷宮と蒼の勇者 -銀閃の戦乙女と封門の姫外伝,
111281,いつも3人一緒でね？,
112533,steps,
116392,ハルチン,
117030,5×100,5X100
120334,艦隊これくしょん‐艦これ‐コミックアラカルト 舞鶴鎮守府編 六,
121904,ガールズ＆パンツァー もっとらぶらぶ作戦です！,少女与战车 lovelove大作战！
129064,新・仮面の忍者 赤影,新 假面忍者 赤影
277213,少年メイドクーロ君～恥虐編～,
282077,制覇するフィロソフィア,
282400,鴨居さんはドキドキしたい,
282758,はめつのおうこく,破灭之国
284170,The Commodore,舰队司令
284439,ボクがサンタに会った理由,
287005,Chrzest Ognia,猎魔人 卷五 火之洗礼
288267,パラノイアストリート,偏执病物语
481381,Little Nemo in Slumberland,小尼莫梦乡历险记
481849,金子一馬画集 Ⅹ,
495739,杉本有美写真集『蝶光』,
498153,松本莉緒写真集「Rio -10.22.02.20-」,
498579,磯山さやか写真集 Only You,
498806,長澤奈央写真集「Happy Blue」,
498829,磯山さやか写真集「ism」,
502329,Fahrenheit 451,华氏 451 度
502955,日食ステレオサウンド,日食环绕立体声
503393,紅塵,红尘
49243,BOYS BE… Pre-Season,新恋爱白书 Pre-Season
57446,WORST,WORST 极恶王
58843,こ~ちゃイラストワークス,
59099,吸血姫美夕 (文庫版),吸血姬美夕（文库版）
59468,遙かなる時空の中で5 ガイドブック 下,
60008,ケイゾク,
65533,紅牙のルビーウルフ,红牙的露比沃芙
289798,進撃の巨人 立体機動線画集 -今井有文-1,进击的巨人 立体机动线画集-今井有文-1
297158,野菜の国の冒険 アボガド6 イラストカードブック,
297821,ボーイズ・バッド・ロマンス! リターンマッチ,
299317,えろげのSDのほん,
301631,FINAL FANTASY XIII-2 Fragments Before,
303407,田村ゆかり写真集 ゆかりんご,
303966,君の名は。 新海誠絵コンテ集 2,你的名字 分镜集
308255,ハツコイ坂,
308491,阎罗狱狄,
308896,四畳半タイムマシンブルース,四叠半时光机布鲁斯
507957,サクラノ刻音楽家座談会本,
508592,おしえて❤お姉さん,
509959,特別じゃないあたしたちのありふれた性被害,我们这些普通人所遭受的司空见惯的性侵害
512736,とある科学の超電磁砲ザ・コンプリートビジュアルガイド,
23445,鬼吹灯Ⅰ,
25595,プリズムデイズ-prism days-,
28665,アルスラーン戦記 (光文社版),阿尔斯兰战记
31003,BASARA,婆娑罗
38727,キケン,机械狂人
39905,神狩り 2 リッパー,
42673,EAT-MAN,螺丝侠
341901,LILLIPUTIAN BRAVERY完全版,
