id,name,name_cn
80670,僕と彼女とギャルゲーな戦い,
80772,学園NTR ～僕の知らない彼女の淫顔～,
80917,ヴァルキリーワークス,
81169,俺のかーちゃんが17歳になった,我的妈妈变成17岁了
81431,ローゼンメイデン ツヴィリンゲ,
81589,革命のレオリア,
81693,女教師,
83443,ぼくのすきなひと,
83454,過激な愛にホールドアップ！,过激的爱
84106,全职高手,
84313,素顔のラブ・エール,心跳时刻
84624,光耀启明星,光耀启明星
86843,土くれのティターニア,
87253,BACK STAGE!!,
87725,やはり俺の青春ラブコメはまちがっている。6.75,我的青春恋爱物语果然有问题 6.75
87994,かくて滅びた幻想楽園,
88003,赤い糸 下,红线 下
88058,ニコニコ時給800円,
88711,ルゥとよゐこの悪党稼業,
90110,カレントテイル,未完的少女传说
90285,銀月のソルトレージュ,银月之书
91762,恋愛負け組の僕に、Hなメイドが届きました。,
92797,ロンリー・マイセルフ・サーガ 1,
93273,白銀の救世機,白银的救世机
94586,ロマンチック・ストーリー 姫ちゃんのリボン,
94600,アウターゾーン,来自魔界
95121,真・天地無用! 魎皇鬼,
95148,天地無用! 魎皇鬼,
95753,まちがい英雄の異世界召喚,迷途英雄的异世界召唤
98560,テイルズ オブ ジ アビス,深渊传说
101000,烙印よ、刃に囁け。 ―SCAR/EDGE,
102119,ゴールデンタイム 列伝 AFRICA,
102829,メタルギア ソリッド ガンズ オブ ザ パトリオット,
290041,まゆら,
290067,花鎮めの巫女 花咲かす君,
290556,なめらかな世界と、その敵,平滑世界及其敌人
290635,絶対社長の淫らな躾,
290657,魔法騎士のはじめかた,
291549,ハニーラビットは、今日もつかまらない,
291553,背徳騎士の深愛,
291560,軍人皇帝と没落王女 お見合い結婚からの溺愛,
291561,かりそめ婚約者に溺愛されてます～一途な御曹司は失恋女子を捕まえたい～,
291566,狼王の一途な求愛～花嫁候補とは聞いてません！～,
291605,蜜月の城~悪魔な公爵の甘い欲望~,
291686,紗和国竜神語り 麗しの公達に迫られても、帝になれません!,
291799,不遇職テイマーの成り上がり 〜スキル【吸収】でモンスターの能力を手に入れ、最強になる〜,
292079,退魔教師希彩 羞虐の学園,
292185,星か獣になる季節,17岁，成为星或兽的季节
293104,青鬼 断章編,
294519,さとり世代の魔法使い,达观世代的魔法师
294548,明日の僕に風が吹く,明日的我将迎风前行
295217,「架見崎」シリーズ,架见崎系列
295486,ポンコツ令嬢に転生したら、もふもふから王子のメシウマ嫁に任命されました,
295529,ぼくたちは勉強ができない 未体験の時間割,
295589,カノジョに浮気されていた俺が、小悪魔な後輩に懐かれています,小恶魔学妹缠上了被女友劈腿的我
295597,劣等職の最強賢者 ~底辺の【村人】から余裕で世界最強~,
295758,二・二六—HUMAN LOST　人間失格—,
295969,海に願いを 風に祈りを そして君に誓いを,向海许愿  向风祈祷  而后向你起誓
295974,君の涙はとても恋しい,
296190,鹿の王,鹿王（新装版）
296594,冷酷な救国の騎士さまが溺愛パパになりました!,
296616,だから俺は魔力供給を断れない,
296632,復讐の甘い檻,
296653,濡れ衣を着せられまして 見捨てられた令嬢と深紅の公爵,
297526,不本意ですが、エリート官僚の許嫁になりました,
297532,秘蜜の新婚生活～エリート御曹司の絶対内緒のプロポーズ～,
297536,仮そめ夫婦の猫さま喫茶店 なれそめは小倉トーストを添えて,
297773,吾輩はオークである。女騎士はまだいない。,
297837,鬼畜,
297876,怪異探偵の喰加味さんは悪意しか食べない,
298770,悪役令嬢になんかなりません。 私は『普通』の公爵令嬢です!,我才不是壞人大小姐，只是『普通』的公爵千金！
298785,騎士団長は元メガネ少女を独り占めしたい,
298804,私はあなたに食べられたいの。,
298806,執着弁護士の愛が重すぎる,
298878,ママと秘密の赤ちゃんは、冷徹皇帝に溺愛されています,
298921,旦那様の独占欲に火をつけてしまいました～私、契約妻だったはずですが！～,
298939,独占欲高めな社長に捕獲されました,
299098,そして少女は悪女の体を手に入れる,
299515,THE BARTMAEUS TRILOGY III:PTOLEMY’S GATE,巨灵三部曲：托勒密门扉
299587,淋しき王は天を堕とす ―千年の、或ル師弟―,
300074,そらのいとしい旦那さま,我摯愛的夫君大人
